title,description,reviews,ratings
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","Boat 510 is awesomesound is super clear, also on full volume.bass is very very good like thumping,battery backup is also super it's still running from a week,design is hot I mean it's so smooth and shiny.overall full value of money.if you planning to buy a headphone no doubt go for it, without reading any review.cons-nothing still.READ MORE",5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",Purchased during big billion day waited long to get this product once received it's wait a worth one of the nice product from boat it's sound clarity is good and design is also good very nice product at this price range value for money.READ MORE,4
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",used to full extent but I was amazed by its quality of sound no wonder how anyone can make such type of good quality headphones at this affordable rate its battery backup is way more amazing than it seems which I like the most   I am very happy that I  made a good choice but buying this oneREAD MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",awesome headset 😍😍 and I loved it... best wireless headphone .. u can trust me 100% .. and felt  theatre effect while watching shows in my phone! before ordering I was wondering how it works and I had lots of doubt ... after using it .. all doubts were clear ..  and im really happy for spended my money on good product.. worthy enough! Plz guys ... don't worry  and go for it! ✌👌  and I'm still wearing it on my head and reviewing 🙌READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","Wonderful job by BOAT. Comfortable for ears, optimum sound, good clarity and great utility. The most amazing feature of this headphone is its battery backup(just as advertised). Bought this as a gift for my brother. He's having a great time. And dear Flipkart THANK YOU for the fast delivery.READ MORE",4
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","The sound quality of this Headphone is ok.Design is also good but in order to comfort it is not that good... after the use of 1hr, your ear hurts too much ...I feel ear pain for 4 to 5 min after removing headphone...the Bluetooth connection also not good ... it wont work within 3 meters also i there is barrier like door.......feeling bad about Bluetooth after 2-week use Bluetooth not working properly  .....with wire also it is not working properly. sometimes one speaker stops working. it...READ MORE",2
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",Please DON'T buy this headphones at all! If you are transitioning from higher brand to this headphones you won't like it even a little bit. I am a music guy and I know what's great and what's not... this boat headphone is not even near between good. first-time buyers don't even consider other reviews TRUST ME!!! boAt rockerz 400 sounds better than this 510 headphone.READ MORE,1
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",I am giving this review after 12 days of purchasing this.Usefulness1. Super sound quality even in melody songs2. Bass is really awesome. I very much like the powerful vibrations during beats. 3. Seeing Battery backup i am shocked. 10 day continuous playing without charging. Really shocking4. Build quality and look is very dashing and i like the glossy appearance5. Adjustable for big and small heads6. Connectivity is superb (taking 1-2 seconds to connect)7. Bluetooth and aux both conne...READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","Nothing to say more..in one word it's really amazing.After using 3 months constantly I found no disputes of this fantastic headphone except it's looking bulky. Pros:1. Great Bass2. Connect like charm to my Asus phone and Mi box 4k3. Battery is awesome, after 3 days constant using(approx 5 hours/day) it's only discharge 30%(N. B  I prefer to listen 40-50% volume)4. Charged fully within 1 hour using 2A charger5. Aux cable working fine and automatically disconnect bluetooth when it's plug...READ MORE",5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","Very very decent product,sound quality is very good. Looks awesome battery backup is too good. Clear voice while calling from Bluetooth.Thanks to Flipkart for available this headset in the cheapest price. One additional thing is that this headset is dual mode you can play by Bluetooth or by Aux lead also.READ MORE",5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","I'm reviewing this headphone after 3 weeks, so let me be straight.Bass- (3.5/5)you won't much like if you already are an equaliser user as because you'll get better goosebumps with 11/10/11.5mm drivers earphones. Sound quality-(4/5) good. But could have beet better. 50 mm drivers gives you quite a feel.Build quality- (3/5)quite ok. It's little heavy as compared to other headphones of this range.Last but not the listBattery-(5/5) i charged this after the day i bought this. Till now its 3...READ MORE",3
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","So I ordered it on 3rd of May and got delivered on 8th of May I got fed up by the delivery of SupercomNet Seller but still I got them so here is a full review and Pros Cons of the product-So first of all Pros--*Good Battery Backup *sound is loud , works as a speaker too.😂*bass is good but if you have a equalizer otherwise you can't feel much bass*padding is soft*solid plastic body*vocals are awesome *Range is good *Funky Look*Having an Audio jack means you can play song with 3.5mm ...READ MORE",4
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",1--best sounds quality 2-- no-1 Bass 3-- awesome look & very comfortabl4-- I'm used 7_9 hr per day & battery backup amazing 3 day wow 😮😮😮5-- I'm so happy for this product 6--& thanks for flipkart for fast deliveryREAD MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",good product with ample bass and good treble.battery life is pretty much great. It easily last me for a week on single charge.Would recommend over MI HEADPHONES.overall value for moneyREAD MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",Best in class of bass. You can’t feel the Dolby type effects like the sound goes from left to right. Only you can feel a heavy bass and heavy sound from both the end. No compromise in sound I felt. If you look forward a clarity sound effects on your ears like Dolby atoms then go for sennheiser or Sony.READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","Good Head phones. Smoothly connects to phone via Bluetooth. Good Bass. Speaker phone not good for calling, as the other party wasn't able to hear me. Can be used as good Head phones. Long hours might be a problem for ears.READ MORE",4
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","It been 2 days i purchased this , Headset is good for kids not for adultMy ear is paining ,It looks so stylist and build quality also goodBut the space to fit ear is small , so wearing it for even 30min ,ear will start paining ,This is true and honest review and i bough it for playing pubg and previously i was using cosmic bye headset ,and cosmic byt is too good than boat ,as of my experience .If u wanna buy headset for pubg then go for cosmic byte ,,And regarding this issue im facing ...READ MORE",1
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",I love this product.........it's very cool. I will recommend you to buy this..... There is a good quality battery backup. Even in aux cable sound is very goodREAD MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",It is an amazing product and worth your money. The whole design is very cool and I love the bass and sound quality.READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",It's a nice product at this price limit.The bass and sound quality is amazing and it provide a nice stereo sound quality.I highly recommend this product...READ MORE,4
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",Great product in this price range... Should go for this for awsome design battery life and sound... Super like from my side ??????READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",Really very good product .wonderful bass quality it has . i used many branded headphones but it is the best only for listening.  it has little bite problem in calling because it's mic doesn't work properly (have to speak loudly ) and with aux cable it's mic doesn't work. i can say it is special for listening.READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","Received product in time.I waited more than 6 months to get a deal, and got 1 in this sale .Build quality is good.But outer glossy surface tends to get finger prints...bluetooth pairing is easy. Sound quality is fantastic. Once you start listening, no outer noise.Very happy with this purchase. Only let down is Aux & Micro USB cables provided with headphones are seems to be normal one & not Boat branded. So if you are not ok with that, purchase Boat branded cables for peace of mind.READ MORE",5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",2000 under best headphone amazing sound quality and extra powerful bass and best practice boat company..READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",You should buy this amazing product nice bass nice battery backup nice soundREAD MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",Extra Bass and clarity is very good. But the material quality looks like cheaper and design is very much cool. Go for it guysREAD MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","Honestly Best Earphone I've ever bought. Anti-noise, you can use it continuously for many hours, Very good battery backup. BoAt earphones are maybe the best ever I got. Must buyREAD MORE",5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",I just loved it . It is terrific product same as shown n wrking vry well . Thankuuuu flpkrt😊😊😊😊...READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","As being a regular Sennheiser user, i was skeptical about buying this boat headphone. But the very low price was the lure factor. i bought this for gaming actually. It works pretty well. paired with my smart tv. the sounds are not crystal clear like the sennheissers. Its just you get a decent headset for all your needs without burning your pocket. It is comfortable to wear. However after 2 hrs, ur ears get hot & feel a slight pain. Battery backup is good. I didnt measure it though, but it las...READ MORE",3
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","superb, best connectivity, awsome battery backup, at 1299 is worth buy, smart buy, must buyREAD MORE",5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","Super buy at just 1399 during the Flipkart May sale.My scores out of 5 considering the price range,brand value Bass-5/5,Sound quality-4/5,Sound clarity-4/5,Value for money-5/5.Also sound quality over aux is somewhat better than over bluetooth.Bluetooth connectivity is as smooth as fluid.Battery backup is very good at 12+ hours.Fully satisfied with the 'on the ear' headset.boAt has delivered a powerful headset.Flipkart delivery is super quick as well.READ MORE",5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",Truly awesome sound is goodlightweightbass is too good romantic and silent song is hear good on this productbattery backup too good better than any only one defect hard to carry need separate bag not foldableREAD MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","I have been using them for8 months continually ,heavily, the battery  is fantastic and of beast quality .   It has a ergonomic design, not best for music  .Fine for gaming   Best for daily use as in online class etc.I would like it even more if it has smaller headsets.READ MORE",4
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",Built quality is Good quality Sound Very nice 👍 BASS TUMPIMG BASS feel the Music 🎶 Boat Branding is good and Connectivity Ports Wireless and Aux cable Very good Quality Purchase this product boat🎧🎧🎧🎧Design Boat Rockerz 510 Glossy finish Very nice 👍READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",Good finish at the top of the headset the sound is very punchy bass is good but it is a little bit heavy feels on the head in initial time it starts pain on  your ears after some time it feels better so I think it is better to try one a time.READ MORE,4
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","Awesome Product. I am happy and this is ultimate headphone for who travels, rides and loves music.Once I charge it for very less time, and its battery stands for 3 or more days.This product is worth and value for money. The build quality is also good.READ MORE",5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",Good Bass and Great battery backup. Could have improved the built quality for maximum comfort. however this is best in its price range. Ear cushion padding could have been better to absorb the swet due to continuous usage.READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","Great product, good in sound, function and battery backup... Works well with pubg and other apps... Overall it is a good product and with good price tagREAD MORE",5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",Purchased for online class boAt is providing the best headphones as and always 5star.    Sound bass: 4/5Build quality:5/5Sound quality:5/5Battery backup:10/5Battery backup is superb that's why 5 point extra Heavy usage 8-9hrs for 3 daysThen also battery is 80%Value for money:5/5Just improve the bass.READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ",One of My Best Product in online.... Amazing Bass & Comfortable & Design and Etc Etc.... Vera Level BooM H.phone...Thank U FlipKart.... I really Luv & Like It.....😍😎😇😘😘😜READ MORE,5
"boAt Rockerz 510 Super Extra Bass Bluetooth Headset  (Raging Red, On the Ear)","If you are looking for an efficient wireless headset, then this boAt headset is ideal for you. Its 50 mm drivers bring your audio files to life so that your aural experience is immersive. Moreover, you can enjoy up to 10 hours of playback time with a fully charged battery. Furthermore, it can be connected to your media devices with the help of an AUX cable as well. ","I'm very happy with this product  really this is very nice product,it has very clear sound quality and it has very powerful bass ,10 hour battery backup👍👌READ MORE",5
