product_id,product_title,rating,summary,review,location,date,upvotes,downvotes
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,2,Slightly disappointed,"The sound quality is fine for the price range, but the right side earphone stopped working properly in 3 months usage (lower volume than left side, sometimes, no sound from right side at all).The mic also would sometimes work but mostly didn't work, after 3 months.",Bhubaneswar,"May, 2020",31,21
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Worth every penny,"I literally love this product this sound quality is good i use more earphones like boat ,jbl,ubon etc but this earbuds are best I literally love this mic quality for recording.",Jagatsinghapur,"Jun, 2020",41,7
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Wonderful,Its a must buy earphn for sure...DESIGN COULD BE BETTWR MAY BE A BETTER COLOUR COMBINATION..who r looking for a wired earphn may be becoz of online meetings n all....they can go for it.....it includes mic and a good grip too for the ears as well as is gentle for the ears....extra buds included too!.....its a #musthave deal,Joda,"Jul, 2021",88,19
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Worth every penny,Sound quality is amazing and build quantity is also amazing my brother is also using this ear buds 1 for long time and its performance is still very good so I also ordered ear buds 2 and both are amazing and working up to expectations.,Bhopal,"Jun, 2020",49,16
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Worth every penny,Best earphone under 1000 Just go for it Bass is very good  and best  for gaming  none of the ear phone under 1000 can defeat .,Dakshina Kannada District,"Jun, 2020",25,16
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Brilliant,"Realme rma155 vs boat 225 vs senhieser 180I have used all of them for 2 year boat , 6month senhiser , currently using realme since 2 week.Sound qualityRealme 9/10Boat 8/10Senhieser 10/10Volume Realme  10/10(11.2 mm drivers)BOat 9/10Senhieser 7/10BassRealme 9/10BoAt 10/10Senhiser 7/10Build quality Realme 9/10Boat 10/10Senhieser 5/10If you are only bass lover and don't care about lyrics then go for boat If you are only true music lover each and every notes matters for y...",Sangli District,"Jul, 2020",70,12
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Brilliant,Best product to buy 🌟🌟🌟🌟🌟It is good in realme Narzo 10A good base and high quality worth in price 🥰🥰,Bengaluru,"Jun, 2020",68,15
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,1,Unsatisfactory,sound is good i mean it have very loud sound. but speaking about bass im not too happy with it because bass is soo powerful but not soo clear as jbl have,Barsur,"Jun, 2020",84,227
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Classy product,"It's a allrounder. I used this for playing pubg , footsteps is clearly audible, music is awesome . I suggest you to purchase this earphone if your budget is under 600. I am happy with the product.",Paradip,"May, 2020",91,17
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Mind-blowing purchase,"absolutely great product sound quality bass is great I did not expect that ,built quality is also great go & purchase guys but some cons are also there connector is not L shape treble will be improved in next version over all osm product bass lovers go for this earphones",Pune,"Nov, 2019",60,7
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Awesome,Using since May 6th. And it is exceptional. Especially for pubg it's wonderful you can hear the footsteps form where they are coming. There were no problem listing music for long hours. Active noise cancellation is superb you did not hear anything around you when you plug and play. I previously used Mi basic after 1 year one side went not working. This one has better bass and sound clarity than Mi basic headset. Go for it guys,Alappuzha District,"Jun, 2020",60,9
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Good quality product,every thing is great in this earphone just lacks clarity a bit and i guess its because of bass. cable: braidedlooks cool with black yellow combinationi like the magnetic earbuds,Pimpri Chinchwad,"Jan, 2020",52,12
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Mind-blowing purchase,"sound quality+bass is quiet good , tangled free , and the design is great too , i give it a full 5 stars★★★★★",Agartala,"May, 2020",49,9
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Good quality product,"Real me Buds 2 is awesome product, Great sound quality but bass is not up-to the mark. Awesome build quality. Value for money 👌👌👌",Pune,"Jan, 2020",26,8
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Wonderful,Sound very good Punchy bassClear soundBut look is not so good especially in green color it’s looks so simple I mean quality Overall great purchase,Sirsa District,"May, 2020",62,3
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Awesome,"The Real Buds 2 (Feel The Real Bass)Design & Fit 5 - ⭐⭐⭐⭐⭐Sound Clarity & Bass 5 - ⭐⭐⭐ ⭐⭐Value For Money  5 - ⭐⭐⭐⭐⭐I Am Using For My OnePlus 6T ,I Got Best Budget Earphone From Realme 🙏🙏& Thanks To Flipkart Team For Within 2day FastDelivery ...Just Add To Cart & Buy This , Don't Wait.........",Mysuru,"Jul, 2020",43,3
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Delightful,Good bass over all nice i get Rs599 MRP price is 699 if you are getting under 500 then best,New Delhi,"Jul, 2020",18,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Awesome,"Very good product.. sound quality is above expectations in this price tag.. I've bought two buds.. green and orange variant.. both are great.. extra ear buds are provided in the box, extra earbuds are of different sizes and very useful.. cord organiser is a good move.. inbuilt mic and volume rocker button is good.. you can also change your song, play/ pause using the middle one..",Jaipur,"Feb, 2020",9,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Awesome,"Writing review after 6 months of daily use..Personally i use earphones on daily basis. When i upgraded to these earphones, their design and build quality impressed me. In the first month it became too wet due to rain but still these works the same way as they were on first day.Good product.",Hamirpur,"Aug, 2020",13,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Must buy!,Excellent product it has amazing sound and amazing bass It is better that jbl and boat and value for money,Balusseri,"Jul, 2020",11,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Must buy!,I have tried many earphones... Wired and wireless... But these are the one I ordered 3 times in a row this is how much I fell in love with these... I m a pc gamer and in such a low cost these give premium sound exp. Lifespawn- 1 year and more...About the pic below- top right one were the first one I bought in the end of 2019 worked more than a year... The bottom one were my second and they are still fine I have cello taped it because my cat bit some wire of it... And the top left is the one ...,New Delhi,10 months ago,8,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Delightful,It's good and excellent for PUBG Gaming  but the Base is only experiencenced well  when the sound  is High ...and if we hear songs at loud Voice then the Base works good but also affects ears.                                  🙏🤟,Nagpur,"Mar, 2020",6,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Simply awesome,Very niceproduct and the base of the product is well I will give it to 4 stars because sometimes the sound quality of the videos or any music is not good and the base is similar to that song on the front of the pack is it is written that feel the real bass and at last the product is very good without thinking you can purchase this product from Flipkart the delivery is very fast and the product is very good .Thanks to Flipkart.,Basti District,"Jun, 2020",9,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Terrific,The quality of the earphone is very good it may comepete with the earphones which are about 1500 rs to 2000 rs the bass and treble are so nice but due to bass the vocals may affected a little but in your day to day usage you don't feel but those who are bass lovers like me the absolutely prefer this earphone Good luck,Nalco,"May, 2020",10,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Fabulous!,"I really love this headphone, bass just awesome and sound quality is very good for me... & Quality also good...& Last one is Price very reasonable...",Kolkata,"Feb, 2020",12,2
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,3,Nice,"The sound and bass are really good. Bass is really powerful. After 2 weeks of use the pin end is somewhat broken from the inside. Seems wont last for more than 1-2 months at most. But all the other parts looks better built. I have very rough use and i keep my headset in a pouch. Not worth 600, flipkart smartbuy headphones are better but not much rich in sound like this one.",Kottayam,"Jun, 2020",9,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Worth every penny,Good quality headphone so nice amazing bass and sound is very good,Jamshedpur,"Feb, 2020",9,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Super!,bass Is awesome And  Clarity Is also Descent Bulit Quality Is really good Very Durable Cable Quality really Liked The Products Let's See How Long does It Last for?,Pimpri Chinchwad,"Dec, 2019",9,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Excellent,Realme Buds2 is really gud product with comfort and quality. Satisfied with it. But only issue is small ear plugs are only one pair available in the box which are perfect fit in the ear where extra other plugs are big and not useful.,Visakhapatnam,"Jun, 2020",13,3
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Terrific,Head set is just awesome must buy...The bass is fab....i just loved it...Thank you realme 😍 and thank you flipkart😍 the sound clarity is superbSound quality is excellent...😍The way they packed is just wow...i like it...delivered on time😍 Nice design and nice colour combination...the realme is just shocking me always...classy and standard product...Product grandness is just awesomeNo words...❤ always falling love with Realme and Flipkart 😘 thank you so much...😘😘,Choornikkara,"May, 2020",13,3
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Great product,"I don't know much about the technicality of the earphones but the sound output from these earphones  is pretty good for its price , sound coming from them is crystal clear ,these are undoubtedly the best earphones in this price range.",New Delhi,"Aug, 2020",15,3
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Simply awesome,NICE PRODUCT... WORTH BUYING.....!!!!Its a Signature sound by Realme India..I love the sound... Best in Segment.@REALME INDIA.,Titagarh,"Jun, 2020",15,4
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Worth every penny,"super bass good sound like this ,realme buds 2. I am very happy",Cuddalore,"Jan, 2020",4,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Super!,Hey I buy this earbuds 3 days ago and as my experience this earbuds is superb and fantastic bass is awesome sound quality is amazing (spectacular) don't think so much and waste your time on other earphones buy this one . perfect time delivery . built quality is good wire quality good realme is very time best don't think so much just buy it value of money product tysm realme❤,Thane,"Dec, 2019",4,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Perfect product!,best earphones I have ever buy in life soft and clear sound bass is little bit low but it doesn't effect the sound just fabulous,Secunderabad,"Dec, 2019",5,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Perfect product!,awesome in ear design. comfortable to wear. high bass. good trumph. budget friendly. I suggest you if you could afford then buy a pouch too for extra protection.❤,Gorakhpur,"Feb, 2020",14,4
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Best in the market!,I am happy good quality  product. Nice bass and sound clarity,Athner,"Dec, 2019",14,4
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Good quality product,Sound quality is acceptable with price range.bass quality is super . Design and build quality is good but personally i Don't like tha wair .all thing is good is this price segment but i have some issue with this mic and the bottoms .,Bankura District,"Jun, 2020",6,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Nice product,Earphone are good quality is nice and overall price to the performance.Bass is more and this is good for playing games like pubg and more.Using continuously like listening music(high volume) this sometimes causes earpain.,Vizianagaram,"Jun, 2020",7,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Mind-blowing purchase,"i have used jbl ,senheiser , sony mdr ,mi , but really they are all expenisve except mi which is just 399 but comes with great bass and sound quality and sony mdr x50 is superb bass but despite all of them this one real mi  i brought 1 month later in 500 and believe me its worth it  decent bass bole to 80 out of 100. with superb crystal clear sound i hooe it will help u guys to selct and if u ask for under 500 then mi is good but realme is better",Tarn Taran District,"Mar, 2020",7,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Worth every penny,realme xt smartphone+Dolby Atmos+realme buds 2=Mind-blowing music experience.Feels so premium in hands deliveries it's best sound.I am very happy with the product.Bass was too good you feel each and every bit of the music. MUST BUY.,Koppal District,"Mar, 2020",10,3
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Wonderful,"Sounds gets zzz....  after 80% volume. Bass and sound output is super high. As the main body is made of plastic(not super high quality), built quality and premium feel is not that good compare to mi earphone (700rs). Realme one has better sound cancellation. Mi one is softer and well balanced sound   but realme one has 20% over loud sound (bass both similar). Really if u wana buy realme one go for black one.",Maslandapur,"Feb, 2020",11,3
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Pretty good,Ok i am writing this review after using it for 15 days Pros of this earphone1. If you base love it has fantastic base 2. Mic quality is best for call little bit air air is coming in mic3.cable organizer provided which make earphone life better4. Build quality of the wires are good to make it durable and long lastingCons.1.the build quality of the jack is little bit low as you face some issue first time in jack but after 1-2 days it is suitable for jack so don't worry 😊2.the build qua...,Mughalsarai,"May, 2021",8,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Terrific purchase,It is the best in ear earphone in its price.nice built and noise isolation is good. You can feel every beats of bass.HD crystal clear sound. But the voice clarity could had been improved with the dual drivers. But still the best earphone in this budget. The build quality is also good and it doesn't feel cheap budget earphone.One more thing.... The cable organizer helps a lot while keeping the earphone safe and organized while travelling and keeping in jeans pocket.Hope realme buds 3 will co...,Puri,"Jun, 2020",8,2
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Classy product,"Real value for money... I've been using this since October 2021 and it's working great till today. 5star for built quality.Sound is awesome complete balanced sound and comfortable to use. I wear more than 4 to 5 hours but no issues no pain in ears or anything. Usually I don't write reviews... But I was checking my old orders on Flipkart when I found this order. I thought that this thing deserves a positive review. I've user JBL c100 SI and Sony brand also, at this price range.... This is the...",Robertsganj,8 months ago,4,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Must buy!,This is best handsfree for gaming and listing song. I also play pubg india and other games it's best for all. It has 3D voice system.So this is best for gaming.,Ahmedabad,"Jun, 2021",3,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Great product,"Ok so lemme start from the basics, the Earphones are comfortable, if I'd have to guess then I'd say that it cancels out around 80-90% of the noise around you. The Pros: this is gonna be mutual traits, the bass on this is CHONKERS and I mean it, they are comfortable to wear, not to mention the magnets on the top of the ear pieces, they are quite clicky too.Cons: None as of now, I do wanna point out that for some the bass might be a little over the top.This is my second pair of these earp...",Pathankot,"Jun, 2021",4,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Perfect product!,outstanding realme buds 2 and wire is flexible sounds is too good easy to receiving calls excilent,Patna,"Dec, 2019",3,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Value-for-money,First thing I already had boult audio loop but as my brother was requesting for it I gave it to him .And bought this one. So my review Gonna be comparison between them. PRICE: 1.Realme 599(when I bought)              2.Boult loop 449( when I bought)Sound quality: BOTH ARE AMAZING GIVES PERFECT SOUND.BASS: BOTH ARE GOOD BUT REALME BUDS GIVES A more punchy bass which  causes a headache after long time use.BUILD : BOTH ARE GOOD BUT BOULT FITS PERFECT AND FEELS GOOD .TREBLES: BOULT.CONCLU...,Pune,"May, 2021",8,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Best in the market!,"realme buds 2 is the best earphones. Perfect for people who like the bass. Sound quality is awesome. Audio is balanced and every instrument is clearly heard.At the price of 500 rupees, it cannot be better than this.",Jaunpur District,"May, 2020",8,2
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Value-for-money,"Good sound quality, very comfortable, average bass, call quality is a little bit disappointing as the voice is not much clear and sound in right ear is a little bit lower than left. Build quality is superb, metal heads are premium looking quality. Overall in this price segment it's a good earphone.",Chandannagar,"Apr, 2020",8,2
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Brilliant,Best earphone under this price range i have bought sony buds which was available Rs100 more than this price but its sound was low in compare to realme buds2 best earphone under this price range with boosted bass bass is best,Allahabad,"May, 2020",5,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Just wow!,Awesome product really good build quality and awesome base booster and wire is too premiuim best product under this range sound is so good and crisp,Noida,"Jun, 2020",10,4
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Mind-blowing purchase,"First of the design is so nice, the texture of the colour is amazing.. Now came to sound quality..I didn't expect it will be this good!! The bass is perfect for ears .. I really feel enjoyed whenever i listen any songs through this headset.. really satisfied for this product... recommend everyone to buy it and enjoy..Thank you.",Uttar Dinajpur District,"Jun, 2020",10,4
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Super!,Very good product at this price segment... The built quality and Audio quality is awesome.... The bass booster does it work perfectly..... The earphone is made up of braided cable and it is tangle free easy to handle the earphone.,Villupuram,"Dec, 2019",7,2
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Really Nice,"sound clarity , vocal at best. bass better than boat 225. built quality not better than boat .. I bought this product on Feb 5th .. now it not working properly.. issue : automatically sound decreasing again and again .. can't use it now .. 3 months warranty period left but no use .. no customer support .. becareful B4 buy this product think twice..",Karur,"Feb, 2020",11,5
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Wonderful,This earphone is truly worth it's price i.e. 500. Got it 2 days ago and using it since then. Sound quality is awsm and bass too. The only problem I face is with lower notes of music or videos but that is also ok when the price is considered. Built quality and its functionality were the main I bought these and they stand pretty well in that perspective too. The only thing in its build quality that I hate is that they used 2 wires one is braided and other one is normal. So yeah there's a litt...,Raipur,"Jan, 2020",11,5
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,3,Good,not worth money for sound quality... worth for built quality awesome built quality in this price varrient ..boat has awesome sound quality better than realme buds ...if u want built quality go for realme otherwise you want sound quality go for boat...,Madurai,"Mar, 2022",3,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Terrific,"First i was hesitate to order this one as before this, i was using boat earphone and satisfied with it, but i google it lot and found this budget friendly high quality earphone and today i got it. I am happy with quality. No distortion of sound at any point. Bass and treble perfect balance. You will really not getting any outer noise after plug-in it in ear. Feel like sennheiser quality in low price.",Nadiad,"Mar, 2022",3,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Super!,nice product and good bass and super sound quality awesome,Karimnagar,"Jan, 2022",3,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Super!,Awesome Product...I recommended to all of you guys... should purchase this Realme Buds 2...• Best Sound Quality• Superb Bass• Clear Audio100/100 rating 👌🙏,Shahjahanpur,"May, 2021",3,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Value-for-money,"For me the main attraction is the build quality. The main cable is very durable. Although I don't know about the joints. It would've been super if the Y split cables were braided too. Now, the sound quality could've been better. Bass is muddy which overpowers mids and highs. Although because it has a higher volume than other similar earphones the highs are very shrill if you listen to full volume. But I know most of average Indians who are looking for a budget earphone will most certainly lov...",Kaliaganj,"Jan, 2021",3,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,3,Nice,It's very nice headset I love music and realme headset is good work in realme phone  very good headset thank you filpkart,Muzaffarpur,"May, 2020",2,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Good choice,"Hurry..! To be very honest I have too much excited to feel the base & sond olso. In one word "" AMAZING ""Thanks Flipkart.",Kolkata,"Feb, 2020",2,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Best in the market!,Pretty good earphones....... Sound is better in its way as well as the bass......... The bass does not disturb sound quality.... Both at its bestest...... No need of full up volume..... Medium sound plays pretty good.....noise canceling is super good ....button controls are making problems sometimes.... Mic quality is not that good ... And no voice control..... But a best earphones under this range....... With good build in quality..cable handler ... And awesome experience.,Coimbatore,"Feb, 2020",2,0
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Just wow!,"It's sound is osum and bass too , earphone material also very good and trust me guys I am writing this review after 7 month and it is perfect for you so buy this earphone",Panchkula,"May, 2020",5,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,3,Nice,Boat basshead 220 have better bass than buds2. But vocal of buds2 is better than boat 220...  It produces very clear sound 🔊 loved 😍 by music lover... Must buy but warranty must 1 year 😔,Bhilai,"Dec, 2019",4,1
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Value-for-money,"So after a lot of  confusion ended up with senhinser cx213, 1more piston fit, jbl t110 & realme buds 2 Previously i have used boat 225 which has one of the best bass under 600 & I loved them both the built & sound was superb.Now after purchasing realme buds 2 I can say my 600rs was well spent & it has better sound quality than boat 225 hands down the base is punchy & thumping, those 11.2mm drivers are working excellent, probably this is the 225 killer. Few things I would like be get added...",Kolkata,"Mar, 2020",16,10
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Perfect product!,This is very nice products bass is excellent sound quality is very good I love Flipkart,Patna District,"Jul, 2020",6,2
